"url","Name","Name_link","URLs","URLs_link"
"https://www.city-data.com/city/Nebraska.html","Glenvil","","Glenvil",""
"https://www.city-data.com/city/Nebraska.html","Glenwood, NE","","Glenwood, NE",""
"https://www.city-data.com/city/Nebraska.html","Gordon, NE","","Gordon, NE",""
"https://www.city-data.com/city/Nebraska.html","Gothenburg","","Gothenburg",""
"https://www.city-data.com/city/Nebraska.html","Grand Island, NE","","Grand Island, NE","https://www.city-data.com/city/Grand-Island-Nebraska.html"
"https://www.city-data.com/city/Nebraska.html","Grant, NE","","Grant, NE",""
"https://www.city-data.com/city/Nebraska.html","Greeley Center","","Greeley Center",""
"https://www.city-data.com/city/Nebraska.html","Greenwood, NE","","Greenwood, NE",""
"https://www.city-data.com/city/Nebraska.html","Gresham, NE","","Gresham, NE",""
"https://www.city-data.com/city/Nebraska.html","Gretna, NE","","Gretna, NE",""
"https://www.city-data.com/city/Nebraska.html","Guide Rock","","Guide Rock",""
"https://www.city-data.com/city/Nebraska.html","Gurley, NE","","Gurley, NE",""
"https://www.city-data.com/city/Nebraska.html","Hadar","","Hadar",""
"https://www.city-data.com/city/Nebraska.html","Hallam, NE","","Hallam, NE",""
"https://www.city-data.com/city/Nebraska.html","Hampton, NE","","Hampton, NE",""
"https://www.city-data.com/city/Nebraska.html","Harrison, NE","","Harrison, NE",""
"https://www.city-data.com/city/Nebraska.html","Hartington","","Hartington",""
"https://www.city-data.com/city/Nebraska.html","Harvard, NE","","Harvard, NE",""
"https://www.city-data.com/city/Nebraska.html","Hastings, NE","","Hastings, NE","https://www.city-data.com/city/Hastings-Nebraska.html"
"https://www.city-data.com/city/Nebraska.html","Hay Springs","","Hay Springs",""
"https://www.city-data.com/city/Nebraska.html","Hayes Center","","Hayes Center",""
"https://www.city-data.com/city/Nebraska.html","Hebron, NE","","Hebron, NE",""
"https://www.city-data.com/city/Nebraska.html","Hemingford","","Hemingford",""
"https://www.city-data.com/city/Nebraska.html","Henderson, NE","","Henderson, NE",""
"https://www.city-data.com/city/Nebraska.html","Herman, NE","","Herman, NE",""
"https://www.city-data.com/city/Nebraska.html","Hershey, NE","","Hershey, NE",""
"https://www.city-data.com/city/Nebraska.html","Hickman, NE","","Hickman, NE",""
"https://www.city-data.com/city/Nebraska.html","Hildreth","","Hildreth",""
"https://www.city-data.com/city/Nebraska.html","Holbrook, NE","","Holbrook, NE",""
"https://www.city-data.com/city/Nebraska.html","Holdrege","","Holdrege",""
"https://www.city-data.com/city/Nebraska.html","Holstein, NE","","Holstein, NE",""
"https://www.city-data.com/city/Nebraska.html","Homer, NE","","Homer, NE",""
"https://www.city-data.com/city/Nebraska.html","Hooper, NE","","Hooper, NE",""
"https://www.city-data.com/city/Nebraska.html","Hoskins","","Hoskins",""
"https://www.city-data.com/city/Nebraska.html","Howells","","Howells",""
"https://www.city-data.com/city/Nebraska.html","Hubbard, NE","","Hubbard, NE",""
"https://www.city-data.com/city/Nebraska.html","Humboldt, NE","","Humboldt, NE",""
"https://www.city-data.com/city/Nebraska.html","Humphrey, NE","","Humphrey, NE",""
"https://www.city-data.com/city/Nebraska.html","Imperial, NE","","Imperial, NE",""
"https://www.city-data.com/city/Nebraska.html","Indianola, NE","","Indianola, NE",""
"https://www.city-data.com/city/Nebraska.html","Inglewood, NE","","Inglewood, NE",""
"https://www.city-data.com/city/Nebraska.html","Jackson, NE","","Jackson, NE",""
"https://www.city-data.com/city/Nebraska.html","Johnson, NE","","Johnson, NE",""
"https://www.city-data.com/city/Nebraska.html","Johnstown precinct","","Johnstown precinct",""
"https://www.city-data.com/city/Nebraska.html","Juniata","","Juniata",""
"https://www.city-data.com/city/Nebraska.html","Kearney, NE","","Kearney, NE","https://www.city-data.com/city/Kearney-Nebraska.html"
"https://www.city-data.com/city/Nebraska.html","Kenesaw","","Kenesaw",""
"https://www.city-data.com/city/Nebraska.html","Kennard, NE","","Kennard, NE",""
"https://www.city-data.com/city/Nebraska.html","Kimball, NE","","Kimball, NE",""
"https://www.city-data.com/city/Nebraska.html","King Lake","","King Lake",""
"https://www.city-data.com/city/Nebraska.html","La Vista","","La Vista","https://www.city-data.com/city/La-Vista-Nebraska.html"
"https://www.city-data.com/city/Nebraska.html","Lakeview, NE","","Lakeview, NE",""
"https://www.city-data.com/city/Nebraska.html","Laurel, NE","","Laurel, NE",""
"https://www.city-data.com/city/Nebraska.html","Lawrence, NE","","Lawrence, NE",""
"https://www.city-data.com/city/Nebraska.html","Leigh","","Leigh",""
"https://www.city-data.com/city/Nebraska.html","Lewellen","","Lewellen",""
"https://www.city-data.com/city/Nebraska.html","Lexington, NE","","Lexington, NE","https://www.city-data.com/city/Lexington-Nebraska.html"
"https://www.city-data.com/city/Nebraska.html","Lincoln, NE","","Lincoln, NE","https://www.city-data.com/city/Lincoln-Nebraska.html"
"https://www.city-data.com/city/Nebraska.html","Lindsay, NE","","Lindsay, NE",""
"https://www.city-data.com/city/Nebraska.html","Litchfield, NE","","Litchfield, NE",""
"https://www.city-data.com/city/Nebraska.html","Lodgepole","","Lodgepole",""
"https://www.city-data.com/city/Nebraska.html","Long Pine","","Long Pine",""
"https://www.city-data.com/city/Nebraska.html","Loomis, NE","","Loomis, NE",""
"https://www.city-data.com/city/Nebraska.html","Louisville, NE","","Louisville, NE",""
"https://www.city-data.com/city/Nebraska.html","Loup City","","Loup City",""
"https://www.city-data.com/city/Nebraska.html","Lyman, NE","","Lyman, NE",""
"https://www.city-data.com/city/Nebraska.html","Lynch, NE","","Lynch, NE",""
"https://www.city-data.com/city/Nebraska.html","Lyons, NE","","Lyons, NE",""
"https://www.city-data.com/city/Nebraska.html","Macy, NE","","Macy, NE",""
"https://www.city-data.com/city/Nebraska.html","Madison, NE","","Madison, NE",""
"https://www.city-data.com/city/Nebraska.html","Madrid, NE","","Madrid, NE",""
"https://www.city-data.com/city/Nebraska.html","Malcolm, NE","","Malcolm, NE",""
"https://www.city-data.com/city/Nebraska.html","Marquette, NE","","Marquette, NE",""
"https://www.city-data.com/city/Nebraska.html","Maxwell, NE","","Maxwell, NE",""
"https://www.city-data.com/city/Nebraska.html","Maywood, NE","","Maywood, NE",""
"https://www.city-data.com/city/Nebraska.html","McCook, NE","","McCook, NE","https://www.city-data.com/city/McCook-Nebraska.html"
"https://www.city-data.com/city/Nebraska.html","McCool Junction","","McCool Junction",""
"https://www.city-data.com/city/Nebraska.html","Meadow Grove","","Meadow Grove",""
"https://www.city-data.com/city/Nebraska.html","Mead, NE","","Mead, NE",""
"https://www.city-data.com/city/Nebraska.html","Merna","","Merna",""
"https://www.city-data.com/city/Nebraska.html","Milford, NE","","Milford, NE",""
"https://www.city-data.com/city/Nebraska.html","Milligan","","Milligan",""
"https://www.city-data.com/city/Nebraska.html","Minatare","","Minatare",""
"https://www.city-data.com/city/Nebraska.html","Minden, NE","","Minden, NE",""
"https://www.city-data.com/city/Nebraska.html","Mitchell, NE","","Mitchell, NE",""
"https://www.city-data.com/city/Nebraska.html","Monroe, NE","","Monroe, NE",""
"https://www.city-data.com/city/Nebraska.html","Morrill, NE","","Morrill, NE",""
"https://www.city-data.com/city/Nebraska.html","Mullen","","Mullen",""
"https://www.city-data.com/city/Nebraska.html","Murdock, NE","","Murdock, NE",""
"https://www.city-data.com/city/Nebraska.html","Murray, NE","","Murray, NE",""
"https://www.city-data.com/city/Nebraska.html","Nebraska City","","Nebraska City","https://www.city-data.com/city/Nebraska-City-Nebraska.html"
"https://www.city-data.com/city/Nebraska.html","Nehawka","","Nehawka",""
"https://www.city-data.com/city/Nebraska.html","Neligh","","Neligh",""
"https://www.city-data.com/city/Nebraska.html","Nelson, NE","","Nelson, NE",""
"https://www.city-data.com/city/Nebraska.html","Newcastle, NE","","Newcastle, NE",""
"https://www.city-data.com/city/Nebraska.html","Newman Grove","","Newman Grove",""
"https://www.city-data.com/city/Nebraska.html","Nickerson, NE","","Nickerson, NE",""
"https://www.city-data.com/city/Nebraska.html","Niobrara","","Niobrara",""
"https://www.city-data.com/city/Nebraska.html","Norfolk, NE","","Norfolk, NE","https://www.city-data.com/city/Norfolk-Nebraska.html"
"https://www.city-data.com/city/Nebraska.html","North Bend, NE","","North Bend, NE",""
"https://www.city-data.com/city/Nebraska.html","North Loup","","North Loup",""
"https://www.city-data.com/city/Nebraska.html","North Platte","","North Platte","https://www.city-data.com/city/North-Platte-Nebraska.html"
"https://www.city-data.com/city/Nebraska.html","O'Neill","","O'Neill",""
"https://www.city-data.com/city/Nebraska.html","Oakdale, NE","","Oakdale, NE",""
"https://www.city-data.com/city/Nebraska.html","Oakland, NE","","Oakland, NE",""
"https://www.city-data.com/city/Nebraska.html","Odell, NE","","Odell, NE",""
"https://www.city-data.com/city/Nebraska.html","Offutt AFB","","Offutt AFB",""
"https://www.city-data.com/city/Nebraska.html","Ogallala","","Ogallala",""
"https://www.city-data.com/city/Nebraska.html","Omaha, NE","","Omaha, NE","https://www.city-data.com/city/Omaha-Nebraska.html"
"https://www.city-data.com/city/Nebraska.html","Orchard, NE","","Orchard, NE",""
"https://www.city-data.com/city/Nebraska.html","Ord","","Ord",""
"https://www.city-data.com/city/Nebraska.html","Orleans, NE","","Orleans, NE",""
"https://www.city-data.com/city/Nebraska.html","Osceola, NE","","Osceola, NE",""
"https://www.city-data.com/city/Nebraska.html","Oshkosh, NE","","Oshkosh, NE",""
"https://www.city-data.com/city/Nebraska.html","Osmond, NE","","Osmond, NE",""
"https://www.city-data.com/city/Nebraska.html","Overton, NE","","Overton, NE",""
"https://www.city-data.com/city/Nebraska.html","Oxford, NE","","Oxford, NE",""
"https://www.city-data.com/city/Nebraska.html","Palisade, NE","","Palisade, NE",""
"https://www.city-data.com/city/Nebraska.html","Palmer, NE","","Palmer, NE",""
"https://www.city-data.com/city/Nebraska.html","Palmyra, NE","","Palmyra, NE",""
"https://www.city-data.com/city/Nebraska.html","Panama, NE","","Panama, NE",""
"https://www.city-data.com/city/Nebraska.html","Papillion","","Papillion","https://www.city-data.com/city/Papillion-Nebraska.html"
"https://www.city-data.com/city/Nebraska.html","Pawnee City","","Pawnee City",""
"https://www.city-data.com/city/Nebraska.html","Paxton, NE","","Paxton, NE",""
"https://www.city-data.com/city/Nebraska.html","Pender","","Pender",""
"https://www.city-data.com/city/Nebraska.html","Peru, NE","","Peru, NE",""
"https://www.city-data.com/city/Nebraska.html","Petersburg, NE","","Petersburg, NE",""
"https://www.city-data.com/city/Nebraska.html","Phillips, NE","","Phillips, NE",""
"https://www.city-data.com/city/Nebraska.html","Pierce, NE","","Pierce, NE",""
"https://www.city-data.com/city/Nebraska.html","Pilger","","Pilger",""
"https://www.city-data.com/city/Nebraska.html","Plainview, NE","","Plainview, NE",""
"https://www.city-data.com/city/Nebraska.html","Platte Center","","Platte Center",""
"https://www.city-data.com/city/Nebraska.html","Plattsmouth","","Plattsmouth","https://www.city-data.com/city/Plattsmouth-Nebraska.html"
"https://www.city-data.com/city/Nebraska.html","Pleasant Dale","","Pleasant Dale",""
"https://www.city-data.com/city/Nebraska.html","Pleasanton, NE","","Pleasanton, NE",""
"https://www.city-data.com/city/Nebraska.html","Plymouth, NE","","Plymouth, NE",""
"https://www.city-data.com/city/Nebraska.html","Polk, NE","","Polk, NE",""
"https://www.city-data.com/city/Nebraska.html","Ponca","","Ponca",""
"https://www.city-data.com/city/Nebraska.html","Potter, NE","","Potter, NE",""
"https://www.city-data.com/city/Nebraska.html","Prague, NE","","Prague, NE",""
"https://www.city-data.com/city/Nebraska.html","Ralston, NE","","Ralston, NE","https://www.city-data.com/city/Ralston-Nebraska.html"
"https://www.city-data.com/city/Nebraska.html","Randolph, NE","","Randolph, NE",""
"https://www.city-data.com/city/Nebraska.html","Ravenna, NE","","Ravenna, NE",""
"https://www.city-data.com/city/Nebraska.html","Red Cloud","","Red Cloud",""
"https://www.city-data.com/city/Nebraska.html","Rising City","","Rising City",""
"https://www.city-data.com/city/Nebraska.html","Roca","","Roca",""
"https://www.city-data.com/city/Nebraska.html","Roseland, NE","","Roseland, NE",""
"https://www.city-data.com/city/Nebraska.html","Rushville, NE","","Rushville, NE",""
"https://www.city-data.com/city/Nebraska.html","Santee, NE","","Santee, NE",""
"https://www.city-data.com/city/Nebraska.html","Sargent, NE","","Sargent, NE",""
"https://www.city-data.com/city/Nebraska.html","Schuyler, NE","","Schuyler, NE","https://www.city-data.com/city/Schuyler-Nebraska.html"
"https://www.city-data.com/city/Nebraska.html","Scotia, NE","","Scotia, NE",""
"https://www.city-data.com/city/Nebraska.html","Scottsbluff","","Scottsbluff","https://www.city-data.com/city/Scottsbluff-Nebraska.html"
"https://www.city-data.com/city/Nebraska.html","Scribner","","Scribner",""
"https://www.city-data.com/city/Nebraska.html","Seward, NE","","Seward, NE","https://www.city-data.com/city/Seward-Nebraska.html"
"https://www.city-data.com/city/Nebraska.html","Shelby, NE","","Shelby, NE",""
"https://www.city-data.com/city/Nebraska.html","Shelton, NE","","Shelton, NE",""
"https://www.city-data.com/city/Nebraska.html","Shickley","","Shickley",""
"https://www.city-data.com/city/Nebraska.html","Sidney, NE","","Sidney, NE","https://www.city-data.com/city/Sidney-Nebraska.html"
"https://www.city-data.com/city/Nebraska.html","Silver Creek, NE","","Silver Creek, NE",""
"https://www.city-data.com/city/Nebraska.html","Snyder, NE","","Snyder, NE",""
"https://www.city-data.com/city/Nebraska.html","South Sioux City","","South Sioux City","https://www.city-data.com/city/South-Sioux-City-Nebraska.html"
"https://www.city-data.com/city/Nebraska.html","Spalding","","Spalding",""
"https://www.city-data.com/city/Nebraska.html","Spencer, NE","","Spencer, NE",""
"https://www.city-data.com/city/Nebraska.html","Springfield, NE","","Springfield, NE",""
"https://www.city-data.com/city/Nebraska.html","Springview","","Springview",""
"https://www.city-data.com/city/Nebraska.html","St. Edward","","St. Edward",""
"https://www.city-data.com/city/Nebraska.html","St. Libory, NE","","St. Libory, NE",""
"https://www.city-data.com/city/Nebraska.html","St. Paul, NE","","St. Paul, NE",""
"https://www.city-data.com/city/Nebraska.html","Stanton, NE","","Stanton, NE",""
"https://www.city-data.com/city/Nebraska.html","Staplehurst","","Staplehurst",""
"https://www.city-data.com/city/Nebraska.html","Stapleton, NE","","Stapleton, NE",""
"https://www.city-data.com/city/Nebraska.html","Sterling, NE","","Sterling, NE",""
"https://www.city-data.com/city/Nebraska.html","Stratton, NE","","Stratton, NE",""
"https://www.city-data.com/city/Nebraska.html","Stromsburg","","Stromsburg",""
"https://www.city-data.com/city/Nebraska.html","Stuart, NE","","Stuart, NE",""
"https://www.city-data.com/city/Nebraska.html","Sumner, NE","","Sumner, NE",""
"https://www.city-data.com/city/Nebraska.html","Superior, NE","","Superior, NE",""
"https://www.city-data.com/city/Nebraska.html","Sutherland, NE","","Sutherland, NE",""
"https://www.city-data.com/city/Nebraska.html","Sutton, NE","","Sutton, NE",""
"https://www.city-data.com/city/Nebraska.html","Syracuse, NE","","Syracuse, NE",""
"https://www.city-data.com/city/Nebraska.html","Table Rock, NE","","Table Rock, NE",""
"https://www.city-data.com/city/Nebraska.html","Talmage, NE","","Talmage, NE",""
"https://www.city-data.com/city/Nebraska.html","Tecumseh, NE","","Tecumseh, NE",""
"https://www.city-data.com/city/Nebraska.html","Tekamah","","Tekamah",""
"https://www.city-data.com/city/Nebraska.html","Terrytown, NE","","Terrytown, NE",""
"https://www.city-data.com/city/Nebraska.html","Tilden, NE","","Tilden, NE",""
"https://www.city-data.com/city/Nebraska.html","Trenton, NE","","Trenton, NE",""
"https://www.city-data.com/city/Nebraska.html","Uehling","","Uehling",""
"https://www.city-data.com/city/Nebraska.html","Unadilla, NE","","Unadilla, NE",""
"https://www.city-data.com/city/Nebraska.html","Union, NE","","Union, NE",""
"https://www.city-data.com/city/Nebraska.html","Utica, NE","","Utica, NE",""
"https://www.city-data.com/city/Nebraska.html","Valentine, NE","","Valentine, NE",""
"https://www.city-data.com/city/Nebraska.html","Valley, NE","","Valley, NE",""
"https://www.city-data.com/city/Nebraska.html","Valparaiso, NE","","Valparaiso, NE",""
"https://www.city-data.com/city/Nebraska.html","Verdigre","","Verdigre",""
"https://www.city-data.com/city/Nebraska.html","Waco, NE","","Waco, NE",""
"https://www.city-data.com/city/Nebraska.html","Wahoo","","Wahoo",""
"https://www.city-data.com/city/Nebraska.html","Wakefield, NE","","Wakefield, NE",""
"https://www.city-data.com/city/Nebraska.html","Wallace, NE","","Wallace, NE",""
"https://www.city-data.com/city/Nebraska.html","Walthill","","Walthill",""
"https://www.city-data.com/city/Nebraska.html","Walton, NE","","Walton, NE",""
"https://www.city-data.com/city/Nebraska.html","Waterloo, NE","","Waterloo, NE",""
"https://www.city-data.com/city/Nebraska.html","Wauneta","","Wauneta",""
"https://www.city-data.com/city/Nebraska.html","Wausa","","Wausa",""
"https://www.city-data.com/city/Nebraska.html","Waverly, NE","","Waverly, NE",""
"https://www.city-data.com/city/Nebraska.html","Wayne, NE","","Wayne, NE",""
"https://www.city-data.com/city/Nebraska.html","Weeping Water","","Weeping Water",""
"https://www.city-data.com/city/Nebraska.html","West Point, NE","","West Point, NE",""
"https://www.city-data.com/city/Nebraska.html","Western, NE","","Western, NE",""
"https://www.city-data.com/city/Nebraska.html","Weston, NE","","Weston, NE",""
"https://www.city-data.com/city/Nebraska.html","Wilber","","Wilber",""
